laptop_name,price,brand_name,rating,num_to_rate,shiping,save_prec,touch,display,processor,gpu,hdd,ssd
"GIGABYTE AERO 15S OLED SA-7US5130SH 15.6"" 4K AMOLED 60 Hz Intel Core i7 9th Gen 9750H (2.60 GHz) NVIDIA GeForce GTX 1660 Ti 16 GB Memory 512 GB SSD Windows 10 Home 64-bit Gaming Laptop",1999.0,GIGABYTE,Rating + 3,1,Free Shipping,,0,"15.6""",i7,GTX 1660,,512 GB SSD
"Lenovo Legion Y520 Gaming Laptop: Core i7-7700HQ, NVidia GTX 1060, 16GB RAM, 512GB SSD, 15.6"" Full HD Display",1149.0,Lenovo,Rating + 5,1,Free Shipping,28%,0,"15.6""",i7,GTX 1060,,512GB SSD
"MSI GE65 9SE-009CA Raider 15.6"" 240 Hz Intel Core i7 9th Gen 9750H (2.60 GHz) NVIDIA GeForce RTX 2060 16 GB Memory 512 GB NVMe SSD Windows 10 Home 64-bit Gaming Laptop",2010.0,MSI,Rating + 5,1,$13.99 Shipping,,0,"15.6""",i7,RTX 2060,,512 GB NVMe SSD
"HP Pavilion 15-cx0056wm 15.6"" IPS Intel Core i5 8th Gen 8300H (2.30 GHz) NVIDIA GeForce GTX 1050 Ti 8 GB Memory 1 TB HDD Windows 10 Home 64-bit Gaming Laptop",729.0,HP,Rating + 5,1,Free Shipping,23%,0,"15.6""",i5,GTX 1050,1 TB HDD,
"MSI GL63 8RCS-054 15.6"" IPS Intel Core i7 8th Gen 8750H (2.20 GHz) NVIDIA GeForce GTX 1050 8 GB Memory 256 GB NVMe SSD Windows 10 Home 64-bit Gaming Laptop -- ONLY @ NEWEGG",939.0,MSI,Rating + 5,1,Free Shipping,,0,"15.6""",i7,GTX 1050,,256 GB NVMe SSD
"Lenovo Legion Y730 81HD001SUS 15.6"" FHD IPS GTX 1050 Ti 4 GB VRAM i5-8300H 8 GB Memory 1 TB HDD Windows 10 Home Gaming Laptop",967.0,Lenovo,Rating + 5,1,Free Shipping,20%,0,"15.6""",i5,GTX 1050,1 TB HDD,
"Refurbished: Alienware 15 Gaming Laptop 15.6-Inch FHD Laptop (Intel Core i7-4720HQ 2.6Ghz, 8GB RAM, 1 TB HDD + 128GB SSD, NVIDIA GeForce GTX 970M 2GB, Windows 10 Home) Grade A",849.0,DELL,Rating + 5,1,Special Shipping,,0,,i7,GTX 970,1 TB HDD,128GB SSD
"HIDevolution ASUS ROG Zephyrus S GX701GW 17.3"" FHD 144Hz | 2.6GHz i7-9750H, RTX 2070, 16GB 2666MHz RAM, PCIe 1TB SSD | Authorized Performance Upgrades & Warranty",2499.0,ASUS,Rating + 5,1,Special Shipping,,0,"17.3""",i7,RTX 2070,,1TB SSD
"ASUS GX502GV-PB74 15.6"" 144 Hz Intel Core i7 9th Gen 9750H (2.60 GHz) NVIDIA GeForce RTX 2060 16 GB Memory 512 GB PCIe SSD Windows 10 Home 64-bit Gaming Laptop",1899.0,ASUS,Rating + 4,1,Special Shipping,,0,"15.6""",i7,RTX 2060,,512 GB PCIe SSD
"Lenovo IdeaPad 330 81FK009TUS 15.6"" Intel Core i7 8th Gen 8750H (2.20 GHz) NVIDIA GeForce GTX 1050 4 GB, 16 GB DDR4 Memory, 16 GB Optane Memory, 1 TB HDD, Windows 10 Home 64-Bit Gaming Laptop",968.0,Lenovo,Rating + 5,1,Free Shipping,14%,0,"15.6""",i7,GTX 1050,1 TB HDD,
"Acer Nitro 5 Laptop: Core i5-8300H, 8GB RAM, 1 TB HDD, 15.6"" Full HD Display, NVidia GTX 1050",729.0,Acer America,Rating + 4,1,Free Shipping,,0,"15.6""",i5,GTX 1050,1 TB HDD,
"ASUS ROG STRIX SCAR GL703GM Gaming and Entertainment Laptop (Intel i7-8750H 6-Core, 16GB RAM, 256GB SSD, 17.3"" Full HD (1920x1080), NVIDIA GTX 1060, Wifi, Bluetooth, Webcam, 4xUSB 3.1, Win 10 Home)",1199.0,ASUS,Rating + 4,1,Special Shipping,23%,0,"17.3""",i7,GTX 1060,,256GB SSD
"MSI GL Series GL63 9SDK-610 15.6"" 120 Hz IPS Intel Core i7 9th Gen 9750H (2.60 GHz) NVIDIA GeForce GTX 1660 Ti 16 GB Memory 512 GB NVMe SSD Windows 10 Pro 64-bit Gaming Laptop",1499.0,MSI,Rating + 5,1,Special Shipping,23%,0,"15.6""",i7,GTX 1660,,512 GB NVMe SSD
"Refurbished: Acer Aspire 7 A717-72G-700J 17.3"" IPS Intel Core i7 8th Gen 8750H (2.20 GHz) NVIDIA GeForce GTX 1060 16 GB Memory 256 GB SSD Windows 10 Home 64-Bit Grade A Gaming Laptop",849.0,Acer America,Rating + 1,1,Free Shipping,29%,0,"17.3""",i7,GTX 1060,,256 GB SSD
"MSI GE75 9SE-426CA Raider 17.3"" 144 Hz IPS Intel Core i7 9th Gen 9750H (2.60 GHz) NVIDIA GeForce RTX 2060 16 GB Memory 512 GB SSD Windows 10 Home 64-bit Gaming Laptop",2014.0,MSI,Rating + 5,1,$16.99 Shipping,,0,"17.3""",i7,RTX 2060,,512 GB SSD
"Lenovo LEGION Y520 Gaming and Business Laptop (Intel i7-7700HQ Quad Core, 16GB RAM, 512GB PCIe SSD, 15.6"" Full HD (1920 x 1080), GeForce GTX 1060 6GB, Backlit Keyboard, Win 10 Home)",1399.0,Lenovo,Rating + 1,1,Special Shipping,20%,0,"15.6""",i7,GTX 1060,,512GB PCIe SSD
Lenovo Y520 80YY0090US 15.6'' FHD GTX 1060 6 GB VRAM i7-7700HQ 8 GB Memory 1 TB HDD Windows 10 Home Gaming Laptop,1199.0,Lenovo,Rating + 4,1,Free Shipping,25%,0,,i7,GTX 1060,1 TB HDD,
"MSI GL Series GL65 9SD-056CA 15.6"" 120 Hz IPS Intel Core i5 9th Gen 9300H (2.40 GHz) NVIDIA GeForce GTX 1660 Ti 8 GB Memory 512 GB NVMe SSD Windows 10 Home 64-bit Gaming Laptop",1232.0,MSI,Rating + 5,1,$24.96 Shipping,26%,0,"15.6""",i5,GTX 1660,,512 GB NVMe SSD
"OMEN by HP 15.6-inch Gaming Laptop w/ 144Hz Micro-Edge Display, Intel i7-8750H Hexa Core, GeForce GTX 1070 Max-Q 8GB GDDR5, 16GB 2666MHz RAM, 1TB HDD & 16GB Intel PCIe Optane Memory, Windows 10 Pro",1399.0,HP,Rating + 4,1,Special Shipping,26%,0,,i7,GTX 1070,1TB HDD,
"MSI GS65 9SD-418CA Stealth 15.6"" 144 Hz Intel Core i7 9th Gen 9750H (2.60 GHz) NVIDIA GeForce GTX 1660 Ti 16 GB Memory 512 GB SSD Windows 10 Pro 64-bit Gaming Laptop",2084.0,MSI,Rating + 5,1,$14.99 Shipping,,0,"15.6""",i7,GTX 1660,,512 GB SSD
"ASUS ZenBook Pro UX580GE-XB74T 15.6"" Intel Core i9 8th Gen 8950HK (2.90 GHz) NVIDIA GeForce GTX 1050 Ti 16 GB Memory 512 GB SSD Windows 10 Pro 64-Bit Gaming Laptop",1999.0,ASUS,Rating + 1,1,Free Shipping,,0,"15.6""",i9,GTX 1050,,512 GB SSD
"HIDevolution ASUS ROG Hero III G731GV 17.3"" FHD 144Hz | 2.6GHz i7-9750H, RTX 2060, 16GB 2666MHz RAM, PCIe 512GB SSD | Authorized Performance Upgrades & Warranty",1699.0,ASUS,Rating + 5,1,Special Shipping,,0,"17.3""",i7,RTX 2060,,512GB SSD
"HP Pavilion 15.6"" FHD IPS Gaming Laptop, Intel Quad Core i5-8300H 2.3 GHz, 8GB DDR4 RAM, 500GB HDD, NVIDIA GeForce GTX 1050 Ti 4GB, Backlit Keyboard, GbE LAN, USB Type-C, Windows 10",724.0,HP,Rating + 5,1,Free Shipping,16%,0,"15.6""",i5,GTX 1050,500GB HDD,
"Acer Predator Helios 300 G3-572-72YF 15.6"" Intel Core i7 7th Gen 7700HQ (2.80 GHz) NVIDIA GeForce GTX 1060 16 GB Memory 256 GB SSD 1 TB HDD Windows 10 Home 64-Bit Gaming Laptop",1399.0,Acer America,Rating + 5,1,Free Shipping,30%,0,"15.6""",i7,GTX 1060,1 TB HDD,256 GB SSD
"Acer Predator Helios 300 PH315-51-73S0 15.6"" 144 Hz IPS, Intel Core i7 8750H (2.20 GHz), NVIDIA GeForce GTX 1060, 16 GB Memory, 256 GB SSD + 1 TB HDD, Windows 10 Home 64-Bit Gaming Laptop",1860.0,Acer America,Rating + 3,1,$11.99 Shipping,,0,"15.6""",i7,GTX 1060,1 TB HDD,256 GB SSD
"MSI GF63 9SC-060CA Thin 15.6"" IPS Intel Core i5 9th Gen 9300H (2.40 GHz) NVIDIA GeForce GTX 1650 8 GB Memory 256 GB SSD Windows 10 Home 64-bit Gaming Laptop",1187.0,MSI,Rating + 3,1,$13.99 Shipping,,0,"15.6""",i5,GTX 1650,,256 GB SSD
"HIDevolution ASUS Zephyrus M GM501GM 15.6” FHD 144Hz, 2.2 GHz i7-8750H, GTX 1060, 16GB DDR4/2666MHz RAM, PCIe 256GB SSD + 1TB SSHD, Authorized Performance Upgrades & Warranty",1499.0,ASUS,Rating + 2,1,Special Shipping,21%,0,15.6”,i7,GTX 1060,,256GB SSD
"ASUS GU502GU-XB74 15.6"" 144 Hz Intel Core i7 9th Gen 9750H (2.60 GHz) NVIDIA GeForce GTX 1660 Ti 16 GB Memory 512 GB PCIe SSD Windows 10 Pro 64-bit Gaming Laptop",1799.0,ASUS,Rating + 5,1,Special Shipping,,0,"15.6""",i7,GTX 1660,,512 GB PCIe SSD
"Refurbished: Alienware 14 ALW14-1250sLV 14-Inch Gaming Laptop (i5-4210M, 8GB Memory, 500GB Hard Drive, GT 750M Graphics, Windows 10) Grade B",699.0,DELL,Rating + 5,1,Special Shipping,,0,,i5,,500GB Hard Drive,
"DELL Alienware 17 R5 AW17R5-7472SLV 17.3"" 60 Hz IPS Intel Core i7 8th Gen 8750H (2.20 GHz) NVIDIA GeForce GTX 1070 16 GB Memory 256 GB SSD 1 TB HDD Windows 10 Home 64-bit Gaming Laptop",1839.0,DELL,Rating + 5,1,Free Shipping,26%,0,"17.3""",R5,GTX 1070,1 TB HDD,256 GB SSD
"Lenovo IdeaPad 330 81FL0066US 17.3"" IPS Intel Core i7 8th Gen 8750H (2.20 GHz) NVIDIA GeForce GTX 1050 12 GB Memory 1 TB HDD 16 GB Optane Memory Windows 10 Home 64-bit Gaming Laptop",1006.0,Lenovo,Rating + 3,1,Free Shipping,,0,"17.3""",i7,GTX 1050,1 TB HDD,
"Acer A717-71G-707B 17.3"" Intel Core i7 7th Gen 7700HQ (2.80 GHz) NVIDIA GeForce GTX 1060 16 GB Memory 256 GB SSD 1 TB HDD Windows 10 Home 64-Bit Gaming Laptop",1351.0,Acer America,Rating + 2,1,$13.99 Shipping,,0,"17.3""",i7,GTX 1060,1 TB HDD,256 GB SSD
"DELL Inspiron 15 7000 Gaming Laptop Intel Core i5 6300HQ (2.30 GHz) 8 GB Memory 256 GB SSD NVIDIA GeForce GTX 960M 4 GB 15.6"" FHD 1920 x 1080 Windows 10 Home 64-Bit",869.0,DELL,Rating + 1,1,Free Shipping,,0,"15.6""",i5,GTX 960,,256 GB SSD
"ASUS G703GS-WS71 17.3"" FHD 144Hz Intel i7-8750H NVIDIA GTX 1070 16GB DDR4 2666Mhz 1TB SSHD FireCuda Windows 10 ROG AURA RGB",2199.0,ASUS,Rating + 1,1,Special Shipping,23%,0,"17.3""",i7,GTX 1070,,
"ASUS G703GI-XS98K 17.3"" 144Hz FHD Intel i9-8950HK NVIDIA GTX 1080 32GB DDR4 2666 2x256GB 2TB SSHD Windows 10 Pro ROG AURA RGB",3649.0,ASUS,Rating + 5,1,Free Shipping,,0,"17.3""",i9,GTX 1080,,
"Lenovo Legion Y520 80WK00FCUS 15.6"" IPS Intel Core i7 7th Gen 7700HQ (2.80 GHz) NVIDIA GeForce GTX 1050 Ti 8 GB Memory 128 GB M.2 PCIe SSD 1 TB HDD Windows 10 Home 64-Bit Gaming Laptop",1049.0,Lenovo,Rating + 3,1,$5.58 Shipping,28%,0,"15.6""",i7,GTX 1050,1 TB HDD,
"Lenovo Legion Y520 15.6"" FHD, Quad-Core i7 7700HQ 2.8GHz, 16GB RAM, 512GB NVMe SSD, 6GB Nvidia GeForce GTX 1060, WIFI & BT, USB C, USB 3.0, HDMI 2.0, Harman Audio, Windows 10 Pro 7th Gen Gaming Laptop",1199.0,Lenovo,Rating + 1,1,Free Shipping,37%,0,"15.6""",i7,GTX 1060,,512GB NVMe SSD
Eluktronics N950KP6 Premium VR Ready Gaming Laptop - Intel G4560 Dual Core Desktop CPU 6GB GDDR5 NVIDIA GeForce 1060 GPU 15.6” 72% NTSC Full HD IPS RGB Backlit Keys 256GB SATA SSD + 8GB DDR4 RAM,968.0,Eluktronics,Rating + 5,1,Special Shipping,19%,0,15.6”,R5,,,
Eluktronics P640RE Premium Gaming Laptop PC - Intel Core i7-6700HQ Quad Core Windows 10 Home 3GB 970M GTX GDDR5 14.0” Full HD IPS Display 128GB Eluktro Pro-X PCIe SSD + 1TB Hybrid HDD 8GB DDR4 RAM,1478.0,Eluktronics,Rating + 2,1,Special Shipping,20%,0,14.0”,i7,,,
Eluktronics P640RE Premium Gaming Laptop PC - Intel Core i7-6700HQ Quad Core Windows 10 Home 3GB 970M GTX GDDR5 14.0” Full HD IPS Anti-Glare Display 128GB Eluktro Pro Performance SSD 32GB DDR4 RAM,1631.0,Eluktronics,Rating + 5,1,Special Shipping,16%,0,14.0”,i7,,,
"HIDevolution ASUS ROG Strix GL703GS Scar 17.3” FHD 144Hz Gaming Laptop | 2.2 GHz i7-8750H, GTX 1070, 16GB DDR4/2666MHz RAM, PCIe 512GB SSD + 1TB SSHD | Authorized Performance Upgrades & Warranty",1899.0,ASUS,Rating + 1,1,Free Shipping,,0,17.3”,i7,GTX 1070,,512GB SSD
"ASUS ROG GL703GM Gaming Notebook, 17.3"" 120 Hz FHD, Intel 6-Core i7-8750H Upto 4.1GHz, 32GB RAM, 2TB SSD, GTX 1060, MiniDP, HDMI, Card Reader, Backlit Keys, Wi-Fi, BT, Windows 10 Pro",1659.0,ASUS,Rating + 1,1,Free Shipping,20%,0,"17.3""",i7,GTX 1060,,2TB SSD
"HIDevolution ASUS ROG G703GX 17.3"" FHD 144Hz Gaming Laptop | 2.2 GHz i7-8750H, RTX 2080, 16GB 2666MHz RAM, PCIe 512GB SSD + 1TB SSHD | Authorized Performance Upgrades & Warranty",2999.0,ASUS,Rating + 5,1,Special Shipping,,0,"17.3""",i7,RTX 2080,,512GB SSD
"Dell Inspiron 7000 Gaming Edition 15.6 Full HD Laptop,Intel Core i5-7300HQ(up 3.5Ghz), 1 TB Hybrid HDD+256G SSD,12G DDR4,NVIDIA GTX 1050 Graphics, Bluetooth 4.2,Wind10,Compatible Windows Mixed Reality",779.0,DELL,Rating + 1,1,$5.58 Shipping,61%,0,,i5,GTX 1050,,
"Dell Inspiron 5000 Premium 15.6 Full HD Anti-Glare Gaming Laptop,Intel Core i5-7300HQ Quad-Core,NVIDIA GeForce GTX 1050 ,8GB RAM ,1TB HDD , Backlit -Keyboard, MaxxAudio,Bluetooth,HDMI,Windows 10 home",699.0,DELL,Rating + 4,1,$5.40 Shipping,30%,0,,i5,GTX 1050,1TB HDD,
"HP OMEN 15 15.6'' UHD 4K Gaming and Business Laptop (Intel i7 Quad Core, 2TB HDD + 128GB SSD, 15.6 inch UHD 3840 x 2160, 32GB RAM, GeForce GTX 1050 Ti , Win 10)",2344.0,HP,Rating + 5,1,Special Shipping,17%,0,,i7,GTX 1050,2TB HDD,128GB SSD
Eluktronics N857EK1 Premium Gaming Laptop - Intel i7 CPU NVIDIA GeForce GTX 1050Ti GPU Windows 10 Home 15.6” 60Hz Full HD IPS RGB Backlit Keys 8GB DDR4 RAM & 256GB PCIe SSD,1121.0,Eluktronics,Rating + 5,1,Special Shipping,15%,0,15.6”,i7,GTX 1050,,256GB PCIe SSD
"Dell Inspiron 7000 15.6"" Full HD Gaming Laptop | Intel i5-7300HQ Quad-Core | NVIDIA GeForce GTX 1050 | 16GB RAM | 1TB and 8GB Hybrid Hard Drive | Backlit Keyboard | Windows 10",839.0,DELL,Rating + 2,1,Free Shipping,25%,0,"15.6""",i5,GTX 1050,,
"HP OMEN 17t Premium Gaming and Business Laptop (Intel 8th Gen Coffee Lake i7-8750H, 8GB RAM, 1TB HDD, 17.3"" FHD (1920x1080) G-SYNC, GTX 1070, Thunderbolt 3, Win 10 Home) VR Ready",1599.0,HP,Rating + 4,1,Special Shipping,23%,0,"17.3""",i7,GTX 1070,1TB HDD,
"Dell Inspiron 5000 Flagship Premium 15.6"" FHD Gaming Laptop | Intel Core i5-7300HQ Quad-Core | NVIDIA GeForce GTX 1050 with 4GB GDDR5 | 16GB RAM | 1TB HDD | Backlit Keyboard | Windows 10 Home",789.0,DELL,Rating + 1,1,$5.40 Shipping,44%,0,"15.6""",i5,GTX 1050,1TB HDD,
"ASUS ROG Strix Scar II GL704GV-DS74 Gaming and Business Laptop (Intel i7-8750H 6-Core, 16GB RAM, 1TB HDD + 512GB PCIe SSD, 17.3"" FHD IPS (1920x1080), GeForce RTX 2060, RGB KB, Win 10 Home) VR Ready",1899.0,ASUS,Rating + 5,1,Special Shipping,23%,0,"17.3""",i7,RTX 2060,1TB HDD,512GB PCIe SSD
"HIDevolution MSI GE63 8SE Raider RGB 15.6"" FHD 144Hz Gaming Laptop | 2.2 GHz i7-8750H, RTX 2060, 16GB 2666MHz RAM, PCIe 256GB SSD + 1TB HDD | Authorized Performance Upgrades & Warranty",1749.0,MSI,Rating + 5,1,Special Shipping,,0,"15.6""",i7,RTX 2060,1TB HDD,256GB SSD
"2018 Newest Dell Gaming IPS Panel Laptop|15""Full HD|8th Gen Intel Six Core i7-8750H|8GB RAM|128GB SSD+1TB HDD|NVIDIA GeForce GTX1050Ti-4G|Wi-Fi 5 Dual-Band |Windows 10 Home | Alpine White",899.0,DELL,Rating + 1,1,$5.40 Shipping,22%,0,,i7,GTX1050,1TB HDD,128GB SSD
"HP Spectre x360 - 13t Home and Entertainment Laptop (Intel Core i7-8565U, 16GB RAM, 512GB SSD, 13.3"" Touch  Full HD (1920x1080), Intel UHD 620, Fingerprint, Wifi, Bluetooth, Webcam, Win 10 Home)",1349.0,HP,Rating + 5,1,Special Shipping,23%,1,"13.3""",i7,,,512GB SSD
"2019 Newest Dell 15.6"" FHD IPS High-Performance Gaming Laptop | Intel Core i5-8300H Quad-Core | 8GB+1TB HDD | GeForce GTX 1050 Ti 4GB | Backlit Keyboard | Windows 10",719.0,DELL,Rating + 3,1,$5.28 Shipping,34%,0,"15.6""",i5,GTX 1050,1TB HDD,
Refurbished: Alienware 15 R2 4K UHD Touchscreen Gaming Laptop Intel Skylake Core i7-6700HQ 16GB DDR4 Memory 128GB SSD + 1TB HDD NVIDIA GeForce GTX 980M Klipsch Audio USB 3.0 Windows 10 Professional,1299.0,DELL,Rating + 1,1,$14.95 Shipping,,1,,R2,GTX 980,1TB HDD,128GB SSD
"Refurbished: Dell Inspiron 5000 Premium 15.6 Full HD Anti-Glare Gaming Laptop,Intel Core i5-7300HQ Quad-Core,NVIDIA GeForce GTX 1050 ,8GB RAM ,1TB HDD , Backlit -Keyboard, MaxxAudio,Bluetooth,HDMI,Windows 10 home",625.0,DELL,Rating + 2,1,Free Shipping,11%,0,,i5,GTX 1050,1TB HDD,
"Refurbished: Lenovo Z50 (59436279) B Grade Certified Refurbished Notebook (Scratch & Dent) Intel Core i7 4510U (2.00 GHz) 8 GB Memory 1 TB HDD Intel HD Graphics 4400 15.6"" Windows 8.1 64-Bit",613.0,Lenovo,Rating + 4,1,Free Shipping,,0,"15.6""",i7,,1 TB HDD,
"Refurbished: Lenovo Z50 15.6"" Full HD Notebook with Intel Core i7-4510U 2.00Ghz (3.10Ghz Turbo), 8GB Memory, 1TB HDD, GeForce 820M 2GB, DVDRW DL, Windows 8.1",699.0,Lenovo,Rating + 5,1,Free Shipping,,0,"15.6""",i7,,1TB HDD,
"Refurbished: HP Omen 17-an012dx 17.3"" FHD Gaming Laptop i7-7700HQ 12GB 1TB RX 580 W10",892.0,HP,Rating + 3,1,Free Shipping,,0,"17.3""",i7,,,
"Refurbished: HP ENVY x360 15-bq276nr 15.6"" FHD Touchscreen Laptop Ryzen 5 2500U 12GB 1TB",550.0,HP,Rating + 1,1,Special Shipping,31%,1,"15.6""",,,,
"Refurbished: Acer Predator 15 G9-591-70VM 15.6"" IPS Intel Core i7 6th Gen 6700HQ (2.60 GHz) NVIDIA GeForce GTX 970M 16 GB Memory 128 GB SSD 1 TB HDD Windows 10 Home 64-Bit Gaming Laptop",949.0,Acer America,Rating + 1,1,Free Shipping,37%,0,"15.6""",i7,GTX 970,1 TB HDD,128 GB SSD
"Refurbished: MSI GS Series GS65 STEALTH THIN-037 15.6"" 144 Hz IPS Intel Core i7 8th Gen 8750H (2.20 GHz) NVIDIA GeForce GTX 1070 16 GB Memory 512 GB SSD Windows 10 Home 64-bit Gaming Laptop",1469.0,MSI,Rating + 2,1,Free Shipping,26%,0,"15.6""",i7,GTX 1070,,512 GB SSD
"Open Box: ASUS ROG Strix SCAR II GL504GS-DH76, 15.6"" 144 Hz 3 ms IPS Slim Bezel Display, GeForce GTX 1070 8 GB, Intel Core i7-8750H (up to 3.9 GHz), 512 GB PCIe NVMe M.2 SSD, 16 GB DDR4, RGB Keyboard",1600.0,ASUS,Rating + 4,1,Free Shipping,20%,0,"15.6""",i7,GTX 1070,,
"Open Box: ASUS FX502VM-AS73 Gaming Laptop Intel Core i7 7th Gen 7700HQ (2.80 GHz) 16 GB DDR4 Memory 1 TB HDD 128 GB SSD NVIDIA GeForce GTX 1060 3 GB GDDR5 VR Ready 15.6"" Windows 10 Home 64-Bit",969.0,ASUS,Rating + 4,1,Free Shipping,22%,0,"15.6""",i7,GTX 1060,1 TB HDD,128 GB SSD
